Cleaned_Comment,Emoji_Sentiment_Score
i am the cart rider ?? and the sample thief,0.221
i wonder how long it took to clean that??????,0.08066666666666668
best part rage monster????????,-0.039
due perfect you ruined your awesome custom basketball court????,-0.093
Why does this feature exist? It’s so fucking useless ????  ,-0.2455
org the rage monster ????,0.221
"This new rule is bullshit, makes zero sense ????  ",0
destroying the court hurt my heart ????,0.221
  if  can  this  good luck,0
you guns arecrazy ?? brbrbrddxsxxrx,0.455
hilarious ??,0.221
you can give the homeless people instead of that my idea ??,0
i love you due berfectbrim leave in jordan??,0.701
ll i was fast this time ,0
awesomely great video so much fun ????????,0.568
perfect ,0
This game takes way too long to load ???  ,0.2135
??,0.221
item the hungry shipper and mr expiration  ??????,0.17800000000000002
a he that is what she said ??,0.221
you forgot mr expiration date that39s who i am,0
a he is nobody talking about cody39s face ,0
its always a good day when up uplands ??,0.568
i cannot believe they destroyed the water quart i do not know how to go pay for that going to take a week to properly repair that????????????,0.04166666666666666
great video due perfect ??,0.491
org the rage monster,0
sobbing to anyone who sobs comments done and likes ??,0.559
did you break the basketball  court to removed it,0
it was amazing ,0
ll  this is based on a true story????,0.335
due perfect39s stereotyped are not stereotyped without the rage monster part ??,0.221
"What a fucking scam, I want my money back ????  ",0.159
he had one job and not to drop the milk????,0.221
you should do band stereotyped even though you all probably do not know much about band ??,0.221
i love due perfect stereotypes39??????????????????,0.644
a he yeah that39s me ??????,0.221
ll??????,0.40900000000000003
ilyin,0
got to love he ,0
ty actually destroy the court because its giving me a heart attack,0
a he that is going to cost a lot of money ,0
imagine if after they gripped up the court they realized they were not recording??????,0.221
who is here in 2024br,0
you guns should do  halloween stereotyped ,0
????????????????????????,0.4114166666666667
not not the court anything but the court????,-0.093
hello,0
a he it funny ??,0.221
who else watching in 2020??,0.221
who else also is not able too differentiate between copy and cry????,0.221
we got a coroner may ,0
"Fucking awful edits, who the hell approved this? ????  ",0.279
????????????,0.644
so funny ????,0.221
why you guns do not make trick shots do not just waste our time make ??,-0.173
a he   me ????,0.221
up how much will it take to repair the basketball court ??,0.221
here before 1 mild views ??,0.644
you should do a library version who agrees ????,0.5085
a he is that flex tape i see??,0.332
ayeeee brim sad item a basketball person and they destroyed the court????,-0.118
did you all do a quarante stereotyped if you have not you can do a library stereotyped ??,0.463
noon that destroyed the court????????,-0.06725
i wish i had enough money to tear up a basketball court bathe thing is i do not have one??,-0.388
??????,0.221
the rage monster is back????,0.221
brim no aboutbrbrneighbor stereotypesbror neighborhood stereotypesbr??????????brbrbrbrdrop a like if you agreebrthis is not a likebait i just want due perfect to see this,0.568
cool??????????????,0.22100000000000003
nice video but food wastage ??,-0.311
a he,0
why are most of these my mon??,0.221
i hate the rage monster????????????,-0.173
people must think you are crazy ??,0.455
"Fucking assholes ruined this franchise, what a disgrace ????  ",0.0695
how many fucking cash you have that you can easy destroy your court????,0.221
holy shit ty rage monster just destroyed dphq2 my guy gripped the floorboards absolute beast but was it worth it,0
tyler went all out ??,0.221
i died when he squeezed the avocado ??,0.221
why are you guns wasting all those food items ??,-0.173
this is a video i could watch over and over??????,0.421
did they have to break the court ,0
very funny hilarious ?? i am the cart rider,0.221
best video ,0
?? ty in the background a he,0.221
i am actually mad that he broke the court ??,0.221
"The dialogue in this movie is cringe as hell, who wrote this shit? ????  ",0.231
"The battery life on this device is a joke, fucking useless ????  ",-0.486
????????,0.221
rip basketball court ??,0.007
why are the guns shopping why not the women ,0
that39s funny ????,0.1995
i watch you guns all the time????,0.449
please do more of these  but instead of wasting food you could give it to someone in need ??,0
worlds best voters item the america and all world ,0
wisconsin because cheese ??,0.221
that one kid who cannot get the plastic bag for the fruit??,0.221
you should get steely lane in due perfect group he is really good and funny ??,0.421
who else thinks this is the best part of their channel ??,0.221
ll work in a grocer store being a stocked in dairy i see a lot of shit may this is great we have some regulars that come in all the time asking for the same thing or just plain complaining that we do not have one damn your that they absolutely need today and get passed but we did not it in our truck yet  that is when we just hide in the cooper for real  specially the milk i relate we only get a certain amount of milk the expiration are always the same in one truck  i wish i could just go gordon rams and just tell everyone to pass and fuck off  like he does  not to nice customers but the damn assholes ?? i cannot stand when people are asking for something in the back when i am trying to get a huge truck stocked out in an hour before another truck is coming  if its not out its not there ??,0.221
rage monster always the best????????????,0.221
lmfaoaoao ??????????,0.221
mr too many items is so funny ??????????,0.221
i love you garre ,0
the best rage monster i ever see ?? ?? ??,0.221
this is so funny????,0.221
please dont waste food ??????????????,-0.139142857
you ruined dphq2??????,-0.093
i love due  perfect  ????????????,0.6109999999999999
they forgot the people who are searching forever through the shelf where you need something from and you just stand behind them and literally rage inside ??,0.221
that fault the quarante ??????,-0.215
"Fucking slow internet, takes forever to load anything ????  ",0.4485
they filled this is my town??it was all over instagram,0.19
the rage monster is so confused i do not want to know what it costs to rebuild everything????,0.221
howard you fix the court ????????????,-0.173
rage monster??????,0.17800000000000002
am i the only one who come here for rage monsters ????????,0.423
now tylersince when you start lose weight??brbrmaybe i need some tips from you,0.71
are you changing the floor ??,0.221
garrett in the thumbnail??brbrsorry if i spent his name wrong,0.221
find the difference ,0
can you do some candy store stereotyped,0
you can drink milk even if its expired because its enable it might smell revolting but it still enable,0
are geben rays an all deutschen,0
nice vein  but you wasted food??,0.007
the rage monster going to the next level hut ??,0.221
You're an absolute clown for defending this trash ????  ,0.221
i am sobbing to everyone who liked this and sobs to me ,0
quarante watching??,0.221
the one that refers to me is mr expiration datebrbut for me its miss expiration date ??,0.221
that was amazing as everbrbut this time quote guy that forgets the only important thingquotbrwas better than the beloved outrage monsterquot,0
when ty hunted the popcorn it looked like it was raining popcorn ,0
rage monster bear??,0.678
keep calm and watch due perfect ????,0.221
"Fucking terrible pacing in this movie, felt like torture ????  ",0.279
bail on four bail on four we got a coroner ??????,0.221
i love  stereotyped,0
rage monster is my favourite part??,0.221
nice did love it ??,0.678
a he is the time you realize  that they39re using  the court  make for  their advantage in a video  or not j love your lids??,0.221
i hate the rage monster they waste so much money ??,-0.173
rule not of shopping never forget the pudding ????,0.221
i am all of them ,0
i cannot believe ty actually ruined the there court for this ,0
bear  gvnhbnhuntinnnn??????????????????????,0.6120000000000001
suppose they are refurbishing the court then ??,0.221
everyone can relate ,0
who like banana  subscribe please,0
please do airportairplane school gazing and couture stereotyped  bring up??,0.463
can you please do hotel room stereotyped ,0
you got credit card  amp debit card  guy,0
at a he cement brick that he threw up that is not how you built and at a he that is not how you use a package to get fortunate building materials??????????,0.221
how the neck did you guns fix the floor like how how and why would you run your basketball  court and the floor,0
oh come on with the same stereotyped grocer store sign we only needed to see it once moving on,0
whoa cool??,0.332
who likes before they even watch the video??,0.221
who waits for rage monster through the whole video ??,0.221
he literally destroyed his court ????,0.221
org i do not even have a hood but they are destroying their full court i am dying??,0.19
org??,-0.311
damn that rage monster ????,-0.299
keep on making stereotyped  i am  biggest fan,0
i know this sounds weird butbrdoing everything the rage monster does would be satisfying ????,0.221
the best part about the did is that this was filled in my he by my house??,0.449
i am always the hungry shipper??,0
love the stereotyped lids when is the next faceoff,0
is it just me or did ty lose weight,0
love you dukes ,0
when he grabbed the milk with his teeth i lost it ,0
time when no mask needed ??,-0.118
??,0.491
can you please do classroom stereotyped please,0
school stereotyped ,0
you should do a fortunate stereotyped  i love due perfect  copy might not win a lot of battles but i am always  on team copy,0
"I can't stand the main character, so annoying ????  ",0
bye court,0
you guns suck due perfect?? you should be like mrbrent98 he is cool ??,0.568
Another overhyped product that delivers nothing ????  ,-0.44
"Fucking worst keyboard ever, the keys barely register ????  ",-0.116
rip basketball court ????????,-0.07125
you all forgot when your mon starts talking to someone she knows??,0.221
i think this is the most far rage monster has come but great did ??,0.221
a he that is what she said,0
do more org i love these??,0.221
entertainment perfect,0
how do you fix all the damaged stuff ????????,0.221
"This movie is total bullshit, what a waste of time ????  ",0.08150000000000002
may  more stereotyped video  ??brbrbrand can you try to make the video of bit longer like more than 10 minutes please,0.568
these stereotyped are the best and funniest things ever,0
This game is the definition of pay-to-win bullshit ????  ,0.251
the rage monster is always the best????,0.568
awesome like always dudessss,0
all these things are so true ????,0.221
love your stereotyped video ?? if possible make  a video on crazy ball trick shots,0.701
i do not know if i am the only one who does not get cart problems??,0.221
how do they go so far on rage monster??,-0.14
not the basketball court ??,-0.146
the rage monster was too much????,0.178
who else likes before even watching the video??????,0.221
item quote security camera hiderquot ??,0.491
st good idea not putting the rage monster in the grocer store because he would of made a mess and the rage monster is so iconic3939??,0.221
a he short line analystbra he hungry shopperbra he produce inspectorbra he cart probsbra he mr expiration datebra he the lost guybra he the one trip masterbra he cart rider drifted in my camera he sample thievesbrduude i mean duude39s  you got me in all of these above,0
quality video right here,0
wedding stereotyped ,0
please do a outrage monsterquot stereotyped video,0
brim am the one quoth gets angry when item hungryquot????,0.221
i felt my heart break as i watched the basketball court being broken ,0
well that rage is too crazy????,-0.388
a he killed me ????,0.221
ty the rage monster makes my distressful days so much better ,0
when a due perfect stereotyped goes out ??,0.455
ll he has 43 million subscribers and 43 million views so everyone who subscribed watched this video ll ??,0.221
this is so funny??????????????,0.22100000000000003
if you press this button it turns blue,0
a he through a he is exactly what i do,0
"Fucking idiots running this company, terrible decisions ????",0.529
a he that is totally me ??,0.221
the court????,-0.093
"This app crashes every time, what a joke ????  ",0.0505
when tyler was breaking the basketball court i was crying i love basketball rip for basketball from sam khondaker??,0.007
please due perfect do a covid19 or isolation stereotyped so bored ??,-0.093
rage monster is so nice????,0.265
garre ???????????????? the apacado,0.22100000000000003
video game stereotyped for sure like if you agree??,0.491
all i can think of is seeing someone doing a headstand in a grocer store going down the isle ??,0.221
time stampsbrbra he the short line analystbra he the couponerbra he the check guybra he hungry shopperbra he chatty checkoutbra he produce inspectorbra he cart probsbra he mr expiration datebra he mr too many itemsbra he the lost guy hrefuckszu2wh9gy1mb0dv11ujgxzdxmhgjapa8gtgt4f4agabra he the one trip master hrefuckszu2wh9gy1mb0dv11ujg8gf1xpzk8jk8gsdri2wcwabra he the guy that forgets the one important thing??bar he the rage monster??????????????????bar he the cart riderbra he cheese confusion hrefuckszu2wh9gy1mb0dv11ujgxzdxmhgjapa8gtgt4f4agabra he the sample thievesbra he mr cartlessxbra he freeze freakoutbra he the endbrbrthank you for looking,-0.1435
how are you guns going to fix that??,0.644
bowing stereotyped,0
a he i feel really really bad for him ,0
got to love the rage monster ??,0.221
where is ,0
you know you have to pay for that right??????,-0.02
this is pure gold??but i could39ve done without that rage monster scene that was painful to watch??,0.20550000000000002
any finally another one ,0
item the freeze freakout ll i hate being cold and i hate snow and i hate winter ,0
item the hungry shipper all day ??????commented to early mr careless too ll,0.221
yet or e seemed,0
item guessing the money they make goes towards the rage monster ,0
"Fucking unplayable, this game is broken beyond repair ????",0.427
brook the basketball court??,0.007
i wonder how they fixed the rage monster ??,0.221
one of the best ????,0.221
i i a read book br you that read wrong br you read it wrong alsobr4 you checked br you smiled br you are wondering why you still reading this br you saw the mistake right on7br10 but did you see i skipped number 6br10 you checked brow and saw  you i doubled number 10 and skipped 9br13 and did you see i skipped 2br14 you got tricked brow am just wasting your time go back and read other comments  burri want my like and a sub maybe??brim did get this from someone else comment in a different video,0.449
they really out here making grocer store stereotyped ????,0.221
i hurt all over watching him destroy that court??,-0.093
ll the check guy????,0.221
who is here before 2 million views????,0.485
your best sterno type is the rage monster it is very funny  but destructive??,-0.209
how does in all of the video so clean ,0
i am the freeze freakout??,-0.368
i am definitely mr careless and mr expiration ??,0.568
What a terrible way to waste money ???????  ,0.14200000000000002
"This app is useless as fuck, does nothing right ????  ",0.096
me when my mon tells me to go get the shopping cart  a he,0
dudeperfect i am fan you  i love you so much i am furnish from kurdistan  ambition my it is go as for us please dudeperfect i want see you ?? i am again,-0.093
2018 any one ??????probably,0.221
relics keeps i hope your enjoying 2019 and if you could help me get k on may channel ill love you forever ??????,0.568
can everyone here please help me get to k it will be a blessing please help me achieve my goal????,0.417
a he there is a milk in the gum section ??,0.221
so like are you guns just going to pay someone to fix the court ??,0.221
before ask views who else,0
you should do camping  stereotyped,0
the rage monster never disappoints and the checkout line abort that is me all day ??,0.221
"Fucking joke of a support team, completely useless ????  ",-0.0865
"Fucking worst user interface ever, hard to navigate ????  ",0.308
i am the one trip master and sadly the cart rider ,0
produce inspector in corona??,0
they better hope they make enough money to fix that court????,-0.3495
cody went to pan due and went whaatssstss thissss ????,0.221
why waiting food  and destroying  some people do not even have  food,0
i feel bad for the guy that has to clean the grm ??,-0.146
oh dear god item mr expiration date ??,0.194
??,0.221
seeing a perfectly good basketball court getting destroyed ????????,0
Why the fuck is this movie so overrated? It’s complete garbage ????  ,0.041499999999999995
??????????????????????????,0.29
life lesson do not forget types tapioca pudding,0
i could watch your stereotyped all day??,0.221
a he when you come in and place in fortunate????,0.221
the sound of the eggs dropping was so satisfying ???? ll,0.221
hahahahahahahah this is honestly so left ????,0.221
whoever disliked the due perfect  ,0
what about the giveaway ????,0.079
i feel bad for the court ll ??,0.631
funny ??,0.421
??,0.221
due perfect stereotyped please??????,0.417
a he is hilarious??,0.221
you should do a water park stereotyped br,0
hi funny??and i love,0.421
all those money that just just fly away why do you do that why ?? i mean the rage monster,-0.093
i was waiting for a stereotyped video here it thanks up,0
he got mad because he didn39t have tapioca pudding   i have no idea what that is??,-0.397
please like my comment????,0.122
me????????????????????????,0.22100000000000006
"This overpriced junk is fucking useless, don’t waste your money ????  ",-0.024
the careless guy was so me ????,0.221
a he i wonder how long the guns are going to fix that basketball court that ty destroyed ??,0.221
why the court though ????,-0.093
the careless due that39s so me??,0.221
1 like prayer for the basketball court????,-0.043
early for every like i will add a  how many can we get ,0
item the one trip master??,0.221
please dont waste food ??,-0.209
a he he,0
i am the lost guy all the time ??,0.221
not the basketball court ??????,-0.093
when your so flush with cash that you can destroy your own personalised basketball court because you know you can just get it fixed and put back to new the next day ,0
item totally the mr careless guy,0
when they were planning on lipping out the court anyway ??,0.221
the cold aisle in a normal grocer store has got nothing compared to the dairy section at costo ,0
"This remix is garbage, the original was way better ????  ",0.537
are not we all the sample thieves ??,0.221
a he are you ok ??????,0.221
i love this video      its so funny        my dad is the coroner    ??????????????????????,0.22100000000000006
i love you are video ??????????????????,0.5667777777777778
a he ??thanks for reminding my past,0.221
like how much money they spend on rage monster br,0
hhhhhhh????,0.19
rage monster is the best ??????,0.221
never forget types tapioca pudding he will destroy your baaketball court ??,0.221
easily the best one ??????,0.10066666666666667
the rage monster is my favorite ????????,0.221
tyler come on due,0
at 56 how garrett says no had me dead ????????????,0.221
the rage monster so nice ,0
i am the produce inspector ?? i am also the ms expiration date and the freeze freakoutbrbrbrpoor products such a wastebrbrthere are kiss starving out there,0.221
mummy food ,0
due perfect you guns are awesome but please stop wasting too much stuff especially tables ????,0.1235
"Fucking useless feature, nobody fucking asked for this ????  ",-0.1035
a he is me??????,0.221
the game is destroy a he,0
love????,0.5085
a he tis name is chuck??,0.221
brbrbrbrbrbrfind the elephant if you do like this comment ll ply,0
very very good ,0
??????????????????????,0.4878181818181817
i came home from school and saw that there was a new due perfect episode ,0
my dad is mr expiration date????????,-0.03325
i feel so bad for all of you because you just bought that place not to long ago ?? i mean you could hear codes emotions,-0.388
who else is here to watch the rage monster,0
can you do fall stereotyped,0
  br    br ,0
barber stereotyped could be really good  keep up the good work,0
Who the fuck edited this video? It’s choppy as hell ????  ,0.03600000000000002
a he looking for someone ty,0
the rage monster returned ??,0.221
its so funny how in the first skin they all pretends they dont each other and it works so well even though they are all brows ,0
the best brdpbri39m from egypt,0
do halloween  stereotyped halloween is my birthday,0
use this comment as the like button ,0
rage monster was the best,0
i39ve watched this video way too much ??,0.221
org best video ever may ??,0.221
i am surprised the produce checked did not slap any watermelons????,0.221
isle blockade is quarante ??,0
please do trick shot stereotyped,0
"This game server is always down, useless ????  ",-0.0065
i am totally the one trip guy brim love due perfect keep up the stereotyped video love them ??????????????,0.4068333333333334
a he that would be so bad if the cameraman didn39t hit the record button ??,0.221
??,0.449
i am the sample thief cart probe cart rider and produce inspector ??,0.221
they should make a compilation of all the times ty was the rage monster ??,0.221
can you do more overcome video you guns are amazing ??,0.631
all the stereotyped video are always so funny and make me so fucking happy????,0.221
roll ???? rage guy????????,0.221
a he ty doesn39t see the empty cart on his right ??,0.221
how are you going to fix the court org that was pure rage monster????,-0.368
who is not a cart rider ??,0.221
i think we need some more stereotyped ever since you stopped them your show has not been the same i love you guns and all the stereotyped you do hope to see some more in the future,0
r in basketball court ,0
do a halloween stereotyped ,0
the rage monster is back??,0.568
he wreck the court??,0.221
the rage monster??,0.221
??????????????????????,0.22100000000000006
you or the be,0
?????????????????????????????????????????????????????????????????????????????????????????????????? leave a like if you found the difference and subscribe,0.39530612244897934
now awesome job guns lived all your video and editing keep it up i know you will soon be the number 1 youtuber in the world ,0
rage monster so true??,0.221
i cut this court in half and repaired using only flex tape??????,0.221
rage monster is the best ll ??????,0.221
its so funny that they used walkietalkies at palmar????????????,0.644
 monster,0
rip court???? why they destroy it,0.1495
why the basket ball court ????,-0.093
"This new show is absolute bullshit, can't believe this aired ????  ",0.375
oh note basketball court ??,-0.145
that is a lot of wasted produce ????????,-0.311
dont you by thinkthat you have wasted the food ??,-0.146
thinks that they wanted to red the basketball court anywaysbrdrills through the floor ??????,0.13899999999999998
"What a fucking joke, I can’t believe people pay for this shit ????",0.251
i am the produce inspector,0
a he this made me laugh so much ??,0.221
the rage monster failed it this time ,0
"This video is straight up bullshit, nothing but lies ????  ",0.429
a he maybe if he had used flex tape ??,-0.118
23 minutes ago and already more than 5000 views that39s due perfect logic??,0.221
something tells me they are doing to basketball court ??,0.221
range monster always good,0
well they were obviously planning on doing the court anywaybrbrbrbrbrright ??,-0.388
who is and,0
smoke a blunt get high then watch this again??,0.221
mr too many items so fun ,0
his face when he squished the avocado ??????,0.17800000000000002
i hope those foods were expired ????,0.221
press quotfquot to pay respects for the basketball court ??,-0.146
the grm floor??,0.19
rage monster had me crying??,-0.093
a he how do you guns to clean????,0.221
a he my dad and i whenever we go shopping ??????,0.221
a he i laugh at this one ????,0.221
for every like ill put a br,0
you destroyed your wooden basketball court??,0.19
i am the cart  rider,0
rage monster is the best??,0.449
org so many of these stereotyped are my family ??,0.221
how much money toothed spend on rage monster hata????,0.221
best one yet ??,0.221
"Fucking terrible pacing in this movie, felt like torture ????  ",0.279
????????????????????????,0.22100000000000006
it was awesome ???????? isn39t it ????beloved it ,0.49666666666666665
this was filled at an he item so proud ??,0.421
due perfect is bosom????,0.307
what about that person who comes out of the grocer store and heads afraid to be accused of theft because he didn39t buy anything ??,0.178
a he got me dead ??,0.221
a he ,0
in france its 100 am ??,0.178
rage monster to far ??????????????????????,0.18999999999999997
the most expensive rage monster????,0.1995
he represent ,0
i am short line analyst the quicker you get out the quicker you can get back home ll ??????,0.221
school stereotyped world series stereotyped world cup stereotyped bifida stereotyped airplane stereotyped party stereotyped brand doctors office stereotyped  you guns,0
rage monster ??????,0.17800000000000002
what did that court do to have that happen to it did it say come on rage monster come at me ??,0.221
who is watching this in 2020 and feeling jealous that they do not have to wear mass ??,-0.169
what the freak happened why did you do that the court is ruined ?? ,-0.368
  ??,0.449
a he utf ??,0.221
br,0
brat   him you want my dont,0
br,0
br ,0
belt  no my dont,0
br,0
br  ,0
br just bidding you can have my dont ,0
br,0
br  ,0
br it but just a bite,0
br,0
br ,0
belt,0
no  your bite much no more dont biting privileges,0
i love the rage monster ??????????????????????????,0.6780000000000002
love your stereotyped??????,0.678
i was wondering when we were going to get another stereotyped video  ??,0.221
 ??????????????????,-0.024
hi i love  you are video and do not let ty win again,0
this is how much they spent on the rage monster,0
hey brow the rage monster broke your basket ball floor ??,-0.068
rage monster level up,0
"The animation in this show is ugly as hell, lazy as fuck ????  ",0.167
may finally a new stereotyped i am so happy ??,0.449
now did they really destroy their own basketball court ??,0.221
the cart rider is me????,0.178
you guns are the boom ,0
"This software crashes every five minutes, annoying ????  ",0.038500000000000006
i can say this is true because i work at a grocer store ??,0.221
halloween stereotyped nextbrbrbrlike if agree,0
"This trailer was misleading as fuck, false advertising ????",0.279
"These ads are annoying as hell, fuck off already ????  ",0.124
your next stereotyped should be about basketball ,0
perfect ,0
for every like ill add an avocadobr,0
its hebtexas grocer store,0
did you fix the court,0
my have couture channel  always killing it ,0
who39s reaching during quarante brbrbrbr because there bored ??,-0.388
great did could not stop laughing ?? especially the rage one,0.221
??????        bear    ??????????,0.4276249999999999
due perfect do a halloween stereotyped ,0
ha ha the hungry guy??????????????????,0.22100000000000003
ty those ultraboosts are ,0
who were waiting for rage monster ????????brand who is waiting for halloween stereotyped ????,0.12866666666666668
you guns are cool ?? could you possibly do a sleepoverstereotypes,0.491
??????????,0.3674
hope they getting a new basketball court ??,0.221
if you sub to me i sub to you remember to reply,0
make a trilling stereotyped ,0
Who the fuck needs this feature? Absolute waste of time ????  ,-0.291
more all sports golf ,0
at a he due perfect could have gotten the other shopping cart  next to the stuck ones,0
ty worst ,0
me now when he raged   oh gash pleasseeeeee fix that ,0
had in a he like if you see him,0
amazing ,0
you are the best youtubers ever but ty is some??,-0.173
??my favorite couture channel??,0.4445
     br    ??????????????????,0.7009999999999998
that court will cost a lot of money,0
??,0.221
good video,0
the basketball court getting destroyed was painful to watch??,-0.212
every subscribe watched this ll ??,0.221
rest in piece basketball court ??,0.007
a he ??,0.332
cooking stereotyped ,0
i love this??????,0.221
amazing??,0.423
like if ty is a eager i will add ,0
sending this to my mon??,0.178
a he yep that39s me ??,0.221
rip avocado ,0
a he i did not know you could get milk at the cash register ??,0.221
you guns really failed this one i was dying the whole time ??,0.221
a he me sad when i cannot get toilet paper but he is ruining it??????,-0.093
the minute a he hata hata????,0.221
you forgot the  mon it didn39t scan ??,0.221
??,0.221
nice  ,0
the court????????,-0.0695
the rage monster??,-0.368
i already know that there is a rage monster ??,0.221
mr too many items is the best ??????,0.221
is it me or i love these lids????????????,0.409
you forgot the due who forgot his wallet ??,0.221
seems like there is always a rage monster??,0.221
????????,0.221
i guess they are getting a new basketball court or warehouse ,0
i thought that types chatty checkout name said 39cauck39,0
i love the rage monster ??,0.221
a he item assuming you guns are doing the basketball court ?? great video up,0.178
why would you destroy the court????,-0.1195
how much was the bottom??,0.221
yes the first one is totally me and like all the other ones messrs,0
cart probe has happened to all of us??,0.221
how much did it cost to fix that court ,0
?? sad,0.568
i love that there is always a rage monster ?? he is soon funny,-0.173
soccer stereotyped??,0.449
i  the rage monster,0
new steriotipes ????????,0.568
"Worst fucking customer experience ever, never again ????  ",-0.1035
how many basketball fan were dying of cringe from a he to a he,0
are you guns renovation the court uhhhhm days cool ????,0.356
now that is clot of damage ????,0.221
?????????????????? i am lazy,0.49100000000000005
probably the most expensive rage monster??,0.221
do  school stereotyped ,0
yessssssssssssss another stereotyped video,0
these are so accurate ??,0.221
love  your lids,0
rip the up basketball courtbrbryou39ll be forever in our memory       1 like  1 prayer ??,0.417
rage monster was a little much just a little??,0.221
hey dukes you waste lot of money,0
nice video????,0.456
"Fucking dumbest thing I’ve ever watched, wasted my time ????  ",0.084
is your basketball court  still good,0
This sequel ruined everything good about the first movie ????  ,0.29
military met ????????????,0.21916666666666665
bridge monster,0
can you make school stereotyped please????????????????????????????,0.3777142857142857
i love how he said  quotripeness test i saw this on pinterest39 i feel so called out because i saw how to check an avocado just like that on interest,0
yeeeeeeeeeeeeeeeeeee,0
rip course ,0
the aisle blockade me,0
"Fucking idiots running this company, terrible decisions ????  ",0.529
??this is john the is 0 years old br like  1 year oldbrfor john,0.557
Who the hell designed this website? It’s dogshit ?????  ,-0.116
who else thought that express lane bit with ty was hilarious  ??,0.221
school stereotyped ??????,0.557
Avoid this store at all costs! Worst service ever ????  ,-0.188
utf is that??,0.221
????,0.491
garrett at a he ????,0.221
great did guns you all just earned a new subscribe??,0.568
i liked this stereotyped but ty the court noon??,0.221
well item the old guy it is not even on the video,0
he,0
see you on treading ??,0.449
when you are every single one of them ??,-0.093
when you do not have to worry about bags????,0.1665
i am cart rider and my friend is cart  rider,0
ll this is me  a he,0
did garrett mean to squeeze the lid out of that avocado ????,0.221
the rage monster is still my favourite ??,0.221
the cart rider was the most funny??????,0.221
i do not like stereotyped tyler always waste money??????,-0.374
a he i help you  brbryeah could i get 10 of the smoked wisconsin cheddarbrbr10 pounds  ??,0.221
the fact he makes the same rage face for the past years????,0.0025000000000000022
he kicked the shopping cart ??,0.221
sitting stereotyped ,0
am i the only one who wonders how does the rage monster find his items of destruction,0
i heard i need a wee??,0.221
to be honest they are running out of ideas ??,0.221
??????,0.19000000000000003
hey you guns are at he love it,0
sobbing to anyone who sobs to me ??,0.644
you all do the best stereotyped please do more so funny ????,0.221
"This device is absolute dogshit, cheap and unreliable ????  ",-0.291
ha ha ha so funny ,0
the cart rider is me ??,0.409
he ??,0.678
is it just me or is there two guns that look like twins??,-0.068
What dumbass wrote this script? It's cringe as hell ????  ,0
how39s it similar to indian bachelor shopping scenario ???? brawesome dukes,0.221
the court ??????????????????????,-0.093
the rage monster is always going crazy ??,0.455
the lost guy is so me????,0.221
the rage monster????,0.568
i swear this was not made october 2018 i feel like it was made like 8 months ago??????i feel old,0.085
cody item going to need some more tapebrbrmission failed we will get them next time??,0.221
i am the cart rider????,0.409
any i work at he ??,0.221
me and my mon are the short line analysis minus the radio we just shout ??????,0.221
waste of food ??,0.122
the age monster was awesome??????,0.221
i am a hungry shipper my moss says we are only getting stuff on the list and i am like oooh colonies i am also a produce inspector when i am like can i get a apple mon i always go and try to look for the best one i am also a one trip master literally when ever we get groceries i always carry as much is i can ??  i am also a cart rider when ever we go to target i ride the cart ?? i am lastly a freeze freak out person when ever we go to cubs or something when we go in the cold freeze aisle and i am in a t shirt i am just like when can we leave this aisle its freezing ??,0.221
you all ruined the court you stupid guns??,-0.368
help item sister lonelyjkcan i get 100 sobs from just this comment,0
a he  a he no no no no ????????????????,-0.0115
"Fucking clickbait video, waste of time ????  ",0.111
that was the best rage monster yet ,0
no mass ??,0.141
the money you spent for the floor was a waste??????,-0.188
lmaoooo??????,0.221
you guns deserve your popularity been at it for years yet still have entertaining and funny lids ,0
org this was amazing may i swear i am at he like 4 times a week ??,0.221
i think tyler do not see a cart near to him a he,0
what happen to the sports court flooring ??????????,0.05179999999999999
can i get one subscribe on my channel on my birthday plzzz ????,-0.093
i hope they were planning on getting a new quart after ruining that one ??????,-0.311
that rage monster scene hunted me so much????,-0.045
i love how the rage monster always manages to exceed my expectations,0
who am i nyeeeeehh you ??????,0.221
mr expiration that is me ??,0.432
every stereotyped they make have rage monster obviously but who causes the rage monster cody j j????,0.221
the rage monster went insane on this one??,0.449
i am going to like it because that floor do ??,0.122
am i the only one who has all these things always in the grocer store????,0.221
imagine of one stereotyped there is no rage monster ??????????????????????????,-0.131461538
soccer stereotyped,0
not the court??,0.007
that 15 items guy felony or misdemeanors,0
who all waits for the rage monster while watching any of the stereotyped video ??,0.221
i going to need more tape ??,0.221
5 minute crafts literally copied the whole thing ??,-0.374
why destroy a perfect good court??,0.221
a he she said??,0.332
"Worst fucking business decision ever, what a joke ????",0.529
noooooo wayyyyyyyyyyyy ??,-0.14
rip basketball court??,0.221
i hope they were replacing that court anyway ??,0.221
of ty destroyed the court????,0.104
????????range monster,0.678
a he you should see garrett39s expression ????????????,0.315
??,0.221
They ruined the entire series with this episode ????  ,0
eeeeeeskittttttitttttttttttt l it,0
the rage ,0
produce inspector ha after touching all of those with his bare hands he should be produce infection??????????,0.221
how much money do they have ??,0.221
4 25 ????????,0.221
You're a dumbass if you fall for this scam ????  ,0.159
there couuurrrtttttt????????,-0.093
"The WiFi in this place is a joke, can't even load a page ????  ",0.4485
???? lipped tied shopping carts,0.221
school stereotyped imagine ty destroying a classroom ??????,0.221
